Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio;Código Antiguo ;latitud;longitud
Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Única;196;Población General;Norte;09-716;-33.183727;-70.663439
Colina;09-810;SAR Colina;Única;161;Población General;Norte;09-810;-33.206836;-70.677463
Colina;09-905;Centro Médico Clínica Alemana de Chicureo;1° dosis;81;Población General;Norte;09-905;-33.286284;-70.651801
Colina;09-905;Centro Médico Clínica Alemana de Chicureo;Única;866;Población General;Norte;09-905;-33.286284;-70.651801
Colina;09-927;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);1° dosis;69;Población General;Norte;09-927;-33.283002;-70.651101
Colina;09-927;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);Única;818;Población General;Norte;09-927;-33.283002;-70.651101
Colina;201087;VACUNATORIO CHICUREO SpA;1° dosis;2;Población General;Norte;201087;-33.278421;-70.706218
Colina;201087;VACUNATORIO CHICUREO SpA;Única;30;Población General;Norte;201087;-33.278421;-70.706218
Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;1° dosis;88;Población General;Norte;09-302;-33.388856;-70.671249
Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Única;4428;Población General;Norte;09-302;-33.388856;-70.671249
Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;1° dosis;46;Población General;Norte;09-308;-33.394414;-70.658337
Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Única;2191;Población General;Norte;09-308;-33.394414;-70.658337
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;1° dosis;50;Población General;Norte;09-309;-33.378315;-70.692373
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Única;2660;Población General;Norte;09-309;-33.378315;-70.692373
Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;1° dosis;51;Población General;Norte;09-314;-33.370386;-70.683005
Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Única;1934;Población General;Norte;09-314;-33.370386;-70.683005
Curacaví;10-160;Hospital de Curacaví;1° dosis;97;Población General;Occidente;10-160;-33.4095;-71.145664
Curacaví;10-160;Hospital de Curacaví;Única;2602;Población General;Occidente;10-160;-33.4095;-71.145664
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;1° dosis;193;Población General;Sur;13-312;-33.554149;-70.666968
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;Única;4885;Población General;Sur;13-312;-33.554149;-70.666968
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;1° dosis;295;Población General;Sur;13-314;-33.561362;-70.674691
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;Única;5728;Población General;Sur;13-314;-33.561362;-70.674691
El Bosque;13-317;Centro de Salud Familiar Santa Laura;1° dosis;83;Población General;Sur;13-317;-33.552491;-70.688809
El Bosque;13-317;Centro de Salud Familiar Santa Laura;EPRO;1;Población General;Sur;13-317;-33.552491;-70.688809
El Bosque;13-317;Centro de Salud Familiar Santa Laura;Única;3638;Población General;Sur;13-317;-33.552491;-70.688809
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;1° dosis;116;Población General;Sur;13-323;-33.582081;-70.668768
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;Única;3469;Población General;Sur;13-323;-33.582081;-70.668768
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;1° dosis;76;Población General;Sur;13-324;-33.572212;-70.667054
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;Única;3644;Población General;Sur;13-324;-33.572212;-70.667054
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;1° dosis;168;Población General;Sur;13-329;-33.578041;-70.67785
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;Única;4116;Población General;Sur;13-329;-33.578041;-70.67785
El Monte;10-370;Centro de Salud Familiar El Monte;1° dosis;66;Población General;Occidente;10-370;-33.681919;-70.986091
El Monte;10-370;Centro de Salud Familiar El Monte;EPRO;1;Población General;Occidente;10-370;-33.681919;-70.986091
El Monte;10-370;Centro de Salud Familiar El Monte;Única;2867;Población General;Occidente;10-370;-33.681919;-70.986091
Estación Central;11-202;Hospital Clínico Mutual de Seguridad C.CH.C.;Única;1629;Población General;Central;11-202;-33.45676;-70.700784
Estación Central;11-230;Clínica Hospital del Profesor;1° dosis;89;Población General;Central;11-230;-33.457755;-70.702639
Estación Central;11-230;Clínica Hospital del Profesor;Única;914;Población General;Central;11-230;-33.457755;-70.702639
Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;1° dosis;124;Población General;Central;11-295;-33.457336;-70.701792
Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Única;2018;Población General;Central;11-295;-33.457336;-70.701792
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;1° dosis;111;Población General;Central;11-302;-33.47284;-70.691894
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;2° dosis;1;Población General;Central;11-302;-33.47284;-70.691894
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;Única;2215;Población General;Central;11-302;-33.47284;-70.691894
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;1° dosis;180;Población General;Central;11-306;-33.473682;-70.705982
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;EPRO;1;Población General;Central;11-306;-33.473682;-70.705982
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;Única;4888;Población General;Central;11-306;-33.473682;-70.705982
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;1° dosis;238;Población General;Central;11-310;-33.451977;-70.703928
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;2° dosis;2;Población General;Central;11-310;-33.451977;-70.703928
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;EPRO;3;Población General;Central;11-310;-33.451977;-70.703928
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;Única;2969;Población General;Central;11-310;-33.451977;-70.703928
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;1° dosis;126;Población General;Norte;09-305;-33.373386;-70.63702
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;EPRO;1;Población General;Norte;09-305;-33.373386;-70.63702
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Única;3771;Población General;Norte;09-305;-33.373386;-70.63702
Huechuraba;09-317;Centro de Salud Familiar El Barrero;1° dosis;158;Población General;Norte;09-317;-33.375909;-70.624663
Huechuraba;09-317;Centro de Salud Familiar El Barrero;Única;3780;Población General;Norte;09-317;-33.375909;-70.624663
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;1° dosis;182;Población General;Norte;09-323;-33.363415;-70.632789
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;Única;2126;Población General;Norte;09-323;-33.363415;-70.632789
Huechuraba;09-718;Centro Comunitario de Salud Familiar Los Libertadores;1° dosis;81;Población General;Norte;09-718;-33.360049;-70.683527
Huechuraba;09-718;Centro Comunitario de Salud Familiar Los Libertadores;Única;1683;Población General;Norte;09-718;-33.360049;-70.683527
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;1° dosis;384;Población General;Norte;09-915;-33.352605;-70.67705
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;EPRO;1;Población General;Norte;09-915;-33.352605;-70.67705
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;Única;3936;Población General;Norte;09-915;-33.352605;-70.67705
Independencia;09-100;Complejo Hospitalario San José (Santiago, Independencia);EPRO;1;Población General;Norte;09-100;-33.416586;-70.653318
Independencia;09-100;Complejo Hospitalario San José (Santiago, Independencia);Única;2770;Población General;Norte;09-100;-33.416586;-70.653318
Independencia;09-101;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);1° dosis;18;Población General;Norte;09-101;-33.415335;-70.655086
Independencia;09-101;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);Única;1113;Población General;Norte;09-101;-33.415335;-70.655086
Independencia;09-200;Hospital Clínico Universidad de Chile;1° dosis;22;Población General;Norte;09-200;-33.420057;-70.653116
Independencia;09-200;Hospital Clínico Universidad de Chile;Única;3836;Población General;Norte;09-200;-33.420057;-70.653116
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;1° dosis;213;Población General;Norte;09-300;-33.415155;-70.657119
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;2° dosis;1;Población General;Norte;09-300;-33.415155;-70.657119
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;EPRO;3;Población General;Norte;09-300;-33.415155;-70.657119
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;Única;6764;Población General;Norte;09-300;-33.415155;-70.657119
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;1° dosis;40;Población General;Norte;09-321;-33.417373;-70.668652
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;EPRO;1;Población General;Norte;09-321;-33.417373;-70.668652
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;Única;2630;Población General;Norte;09-321;-33.417373;-70.668652
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;1° dosis;58;Población General;Occidente;10-375;-33.749042;-70.903306
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;EPRO;4;Población General;Occidente;10-375;-33.749042;-70.903306
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;Única;2788;Población General;Occidente;10-375;-33.749042;-70.903306
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;1° dosis;44;Población General;Occidente;10-425;-33.734795;-70.861701
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;Única;1956;Población General;Occidente;10-425;-33.734795;-70.861701
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;1° dosis;142;Población General;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;Única;5231;Población General;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;1° dosis;91;Población General;Sur;13-326;-33.538937;-70.66238
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;Única;4940;Población General;Sur;13-326;-33.538937;-70.66238
La Florida;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;Única;1938;Población General;Suroriente;14-105;-33.514161;-70.599148
La Florida;14-223;Clínica Vespucio;1° dosis;136;Población General;Suroriente;14-223;-33.519116;-70.596867
La Florida;14-223;Clínica Vespucio;Única;1818;Población General;Suroriente;14-223;-33.519116;-70.596867
La Florida;14-302;Centro de Salud Familiar Los Castaños;1° dosis;54;Población General;Suroriente;14-302;-33.511875;-70.577975
La Florida;14-302;Centro de Salud Familiar Los Castaños;Única;817;Población General;Suroriente;14-302;-33.511875;-70.577975
La Florida;14-303;Centro de Salud Familiar Bellavista;1° dosis;61;Población General;Suroriente;14-303;-33.518563;-70.602218
La Florida;14-303;Centro de Salud Familiar Bellavista;Única;750;Población General;Suroriente;14-303;-33.518563;-70.602218
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;1° dosis;86;Población General;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;EPRO;1;Población General;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;Única;4316;Población General;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-305;Centro de Salud Familiar Los Quillayes;1° dosis;122;Población General;Suroriente;14-305;-33.560178;-70.60598
La Florida;14-305;Centro de Salud Familiar Los Quillayes;Única;5006;Población General;Suroriente;14-305;-33.560178;-70.60598
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;1° dosis;23;Población General;Suroriente;14-316;-33.560204;-70.578515
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;Única;475;Población General;Suroriente;14-316;-33.560204;-70.578515
La Florida;14-324;Centro de Salud Familiar Santa Amalia;1° dosis;120;Población General;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-324;Centro de Salud Familiar Santa Amalia;2° dosis;1;Población General;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-324;Centro de Salud Familiar Santa Amalia;EPRO;1;Población General;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-324;Centro de Salud Familiar Santa Amalia;Única;2048;Población General;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-330;Centro de Salud Familiar Trinidad;1° dosis;123;Población General;Suroriente;14-330;-33.547211;-70.60862
La Florida;14-330;Centro de Salud Familiar Trinidad;EPRO;1;Población General;Suroriente;14-330;-33.547211;-70.60862
La Florida;14-330;Centro de Salud Familiar Trinidad;Única;1841;Población General;Suroriente;14-330;-33.547211;-70.60862
La Florida;14-331;Centro de Salud Familiar La Florida;1° dosis;100;Población General;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-331;Centro de Salud Familiar La Florida;Única;12099;Población General;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-334;Centro de Salud Familiar José Alvo;1° dosis;61;Población General;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-334;Centro de Salud Familiar José Alvo;EPRO;2;Población General;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-334;Centro de Salud Familiar José Alvo;Única;1826;Población General;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-908;Clínica Bupa Santiago;1° dosis;73;Población General;Suroriente;14-908;-33.509903;-70.598229
La Florida;14-908;Clínica Bupa Santiago;2° dosis;1;Población General;Suroriente;14-908;-33.509903;-70.598229
La Florida;14-908;Clínica Bupa Santiago;Única;1286;Población General;Suroriente;14-908;-33.509903;-70.598229
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;1° dosis;210;Población General;Suroriente;13-307;-33.519604;-70.623975
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Única;4771;Población General;Suroriente;13-307;-33.519604;-70.623975
La Granja;14-306;Centro de Salud Familiar La Granja;1° dosis;155;Población General;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-306;Centro de Salud Familiar La Granja;2° dosis;1;Población General;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-306;Centro de Salud Familiar La Granja;EPRO;3;Población General;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-306;Centro de Salud Familiar La Granja;Única;3559;Población General;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;1° dosis;131;Población General;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;EPRO;1;Población General;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;Única;2598;Población General;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-325;Centro de Salud Familiar Granja Sur;1° dosis;278;Población General;Suroriente;14-325;-33.551822;-70.629548
La Granja;14-325;Centro de Salud Familiar Granja Sur;EPRO;9;Población General;Suroriente;14-325;-33.551822;-70.629548
La Granja;14-325;Centro de Salud Familiar Granja Sur;Única;10029;Población General;Suroriente;14-325;-33.551822;-70.629548
La Pintana;14-308;Centro de Salud Familiar San Rafael;1° dosis;105;Población General;Suroriente;14-308;-33.579577;-70.639086
La Pintana;14-308;Centro de Salud Familiar San Rafael;Única;2565;Población General;Suroriente;14-308;-33.579577;-70.639086
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;1° dosis;33;Población General;Suroriente;14-309;-33.576624;-70.64964
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;Única;1603;Población General;Suroriente;14-309;-33.576624;-70.64964
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;1° dosis;73;Población General;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;Única;1904;Población General;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;1° dosis;75;Población General;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;EPRO;22;Población General;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;Única;1855;Población General;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;1° dosis;25;Población General;Suroriente;14-318;-33.585495;-70.636257
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;Única;1574;Población General;Suroriente;14-318;-33.585495;-70.636257
La Pintana;14-319;Centro de Salud Familiar El Roble;1° dosis;36;Población General;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-319;Centro de Salud Familiar El Roble;EPRO;1;Población General;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-319;Centro de Salud Familiar El Roble;Única;2051;Población General;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;1° dosis;38;Población General;Suroriente;14-327;-33.595431;-70.621698
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;Única;996;Población General;Suroriente;14-327;-33.595431;-70.621698
La Reina;12-317;Centro de Salud Familiar Ossandon;1° dosis;77;Población General;Oriente;12-317;-33.442855;-70.54447
La Reina;12-317;Centro de Salud Familiar Ossandon;Única;8763;Población General;Oriente;12-317;-33.442855;-70.54447
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);1° dosis;135;Población General;Oriente;12-320;-33.456864;-70.532647
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);Única;995;Población General;Oriente;12-320;-33.456864;-70.532647
La Reina;12-530;Hospital Militar de Santiago;1° dosis;41;Población General;Oriente;12-530;-33.45281;-70.56351
La Reina;12-530;Hospital Militar de Santiago;Única;4811;Población General;Oriente;12-530;-33.45281;-70.56351
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;1° dosis;238;Población General;Norte;09-311;-33.285648;-70.876237
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;Única;3825;Población General;Norte;09-311;-33.285648;-70.876237
Lampa;09-312;Centro de Salud Familiar Batuco;1° dosis;133;Población General;Norte;09-312;-33.241849;-70.81415
Lampa;09-312;Centro de Salud Familiar Batuco;2° dosis;2;Población General;Norte;09-312;-33.241849;-70.81415
Lampa;09-312;Centro de Salud Familiar Batuco;Única;2146;Población General;Norte;09-312;-33.241849;-70.81415
Las Condes;12-204;Nueva Clínica Cordillera;1° dosis;21;Población General;Oriente;12-204;-33.42206;-70.52727
Las Condes;12-204;Nueva Clínica Cordillera;Única;494;Población General;Oriente;12-204;-33.42206;-70.52727
Las Condes;12-212;Clínica Las Condes;1° dosis;218;Población General;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-212;Clínica Las Condes;Única;3590;Población General;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-238;Hospital FACH;1° dosis;23;Población General;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-238;Hospital FACH;Única;4316;Población General;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-248;Hospital Dipreca Teniente Hernán Merino;Única;948;Población General;Oriente;12-248;-33.418694;-70.529475
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;1° dosis;55;Población General;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única;1454;Población General;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;1° dosis;8;Población General;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Única;936;Población General;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-304;Centro de Salud Familiar Apoquindo;1° dosis;172;Población General;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-304;Centro de Salud Familiar Apoquindo;Única;20325;Población General;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;1° dosis;45;Población General;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;EPRO;1;Población General;Oriente;12-306;-33.417067;-70.53311
