Comuna;FECHA_INMUNIZACION;N° de vacunados;Criterio_elegibilidad;Servicio;FECHA_INMUNIZACION2;Campaña
Cerrillos;2023-03-15;287;Población General;Central;03-15;2023
Cerrillos;2023-03-16;391;Población General;Central;03-16;2023
Cerrillos;2023-03-17;317;Población General;Central;03-17;2023
Cerrillos;2023-03-18;45;Población General;Central;03-18;2023
Cerrillos;2023-03-20;377;Población General;Central;03-20;2023
Cerrillos;2023-03-21;493;Población General;Central;03-21;2023
Cerrillos;2023-03-22;598;Población General;Central;03-22;2023
Cerrillos;2023-03-23;394;Población General;Central;03-23;2023
Cerrillos;2023-03-24;251;Población General;Central;03-24;2023
Cerrillos;2023-03-25;79;Población General;Central;03-25;2023
Cerrillos;2023-03-26;1;Población General;Central;03-26;2023
Cerrillos;2023-03-27;399;Población General;Central;03-27;2023
Cerrillos;2023-03-28;387;Población General;Central;03-28;2023
Cerrillos;2023-03-29;724;Población General;Central;03-29;2023
Cerrillos;2023-03-30;601;Población General;Central;03-30;2023
Cerrillos;2023-03-31;440;Población General;Central;03-31;2023
Cerrillos;2023-04-01;56;Población General;Central;04-01;2023
Cerrillos;2023-04-03;441;Población General;Central;04-03;2023
Cerrillos;2023-04-04;435;Población General;Central;04-04;2023
Cerrillos;2023-04-05;501;Población General;Central;04-05;2023
Cerrillos;2023-04-06;523;Población General;Central;04-06;2023
Cerro Navia;2023-03-15;223;Población General;Occidente;03-15;2023
Cerro Navia;2023-03-16;125;Población General;Occidente;03-16;2023
Cerro Navia;2023-03-17;440;Población General;Occidente;03-17;2023
Cerro Navia;2023-03-18;2;Población General;Occidente;03-18;2023
Cerro Navia;2023-03-20;762;Población General;Occidente;03-20;2023
Cerro Navia;2023-03-21;633;Población General;Occidente;03-21;2023
Cerro Navia;2023-03-22;661;Población General;Occidente;03-22;2023
Cerro Navia;2023-03-23;717;Población General;Occidente;03-23;2023
Cerro Navia;2023-03-24;685;Población General;Occidente;03-24;2023
Cerro Navia;2023-03-25;175;Población General;Occidente;03-25;2023
Cerro Navia;2023-03-27;887;Población General;Occidente;03-27;2023
Cerro Navia;2023-03-28;765;Población General;Occidente;03-28;2023
Cerro Navia;2023-03-29;740;Población General;Occidente;03-29;2023
Cerro Navia;2023-03-30;777;Población General;Occidente;03-30;2023
Cerro Navia;2023-03-31;642;Población General;Occidente;03-31;2023
Cerro Navia;2023-04-01;165;Población General;Occidente;04-01;2023
Cerro Navia;2023-04-03;898;Población General;Occidente;04-03;2023
Cerro Navia;2023-04-04;1022;Población General;Occidente;04-04;2023
Cerro Navia;2023-04-05;737;Población General;Occidente;04-05;2023
Cerro Navia;2023-04-06;658;Población General;Occidente;04-06;2023
Colina;2023-03-15;514;Población General;Norte;03-15;2023
Colina;2023-03-16;662;Población General;Norte;03-16;2023
Colina;2023-03-17;566;Población General;Norte;03-17;2023
Colina;2023-03-18;52;Población General;Norte;03-18;2023
Colina;2023-03-20;963;Población General;Norte;03-20;2023
Colina;2023-03-21;1086;Población General;Norte;03-21;2023
Colina;2023-03-22;966;Población General;Norte;03-22;2023
Colina;2023-03-23;893;Población General;Norte;03-23;2023
Colina;2023-03-24;684;Población General;Norte;03-24;2023
Colina;2023-03-25;82;Población General;Norte;03-25;2023
Colina;2023-03-27;835;Población General;Norte;03-27;2023
Colina;2023-03-28;736;Población General;Norte;03-28;2023
Colina;2023-03-29;853;Población General;Norte;03-29;2023
Colina;2023-03-30;882;Población General;Norte;03-30;2023
Colina;2023-03-31;785;Población General;Norte;03-31;2023
Colina;2023-04-01;72;Población General;Norte;04-01;2023
Colina;2023-04-03;797;Población General;Norte;04-03;2023
Colina;2023-04-04;977;Población General;Norte;04-04;2023
Colina;2023-04-05;701;Población General;Norte;04-05;2023
Colina;2023-04-06;776;Población General;Norte;04-06;2023
Conchalí;2023-03-15;428;Población General;Norte;03-15;2023
Conchalí;2023-03-16;342;Población General;Norte;03-16;2023
Conchalí;2023-03-17;596;Población General;Norte;03-17;2023
Conchalí;2023-03-18;112;Población General;Norte;03-18;2023
Conchalí;2023-03-20;883;Población General;Norte;03-20;2023
Conchalí;2023-03-21;856;Población General;Norte;03-21;2023
Conchalí;2023-03-22;781;Población General;Norte;03-22;2023
Conchalí;2023-03-23;771;Población General;Norte;03-23;2023
Conchalí;2023-03-24;734;Población General;Norte;03-24;2023
Conchalí;2023-03-25;84;Población General;Norte;03-25;2023
Conchalí;2023-03-27;788;Población General;Norte;03-27;2023
Conchalí;2023-03-28;757;Población General;Norte;03-28;2023
Conchalí;2023-03-29;611;Población General;Norte;03-29;2023
Conchalí;2023-03-30;600;Población General;Norte;03-30;2023
Conchalí;2023-03-31;537;Población General;Norte;03-31;2023
Conchalí;2023-04-01;144;Población General;Norte;04-01;2023
Conchalí;2023-04-03;688;Población General;Norte;04-03;2023
Conchalí;2023-04-04;589;Población General;Norte;04-04;2023
Conchalí;2023-04-05;511;Población General;Norte;04-05;2023
Conchalí;2023-04-06;571;Población General;Norte;04-06;2023
Curacaví;2023-03-15;99;Población General;Occidente;03-15;2023
Curacaví;2023-03-16;92;Población General;Occidente;03-16;2023
Curacaví;2023-03-17;154;Población General;Occidente;03-17;2023
Curacaví;2023-03-18;3;Población General;Occidente;03-18;2023
Curacaví;2023-03-20;173;Población General;Occidente;03-20;2023
Curacaví;2023-03-21;179;Población General;Occidente;03-21;2023
Curacaví;2023-03-22;155;Población General;Occidente;03-22;2023
Curacaví;2023-03-23;163;Población General;Occidente;03-23;2023
Curacaví;2023-03-24;148;Población General;Occidente;03-24;2023
Curacaví;2023-03-27;123;Población General;Occidente;03-27;2023
Curacaví;2023-03-28;186;Población General;Occidente;03-28;2023
Curacaví;2023-03-29;120;Población General;Occidente;03-29;2023
Curacaví;2023-03-30;158;Población General;Occidente;03-30;2023
Curacaví;2023-03-31;131;Población General;Occidente;03-31;2023
Curacaví;2023-04-01;1;Población General;Occidente;04-01;2023
Curacaví;2023-04-03;151;Población General;Occidente;04-03;2023
Curacaví;2023-04-04;163;Población General;Occidente;04-04;2023
Curacaví;2023-04-05;224;Población General;Occidente;04-05;2023
Curacaví;2023-04-06;195;Población General;Occidente;04-06;2023
El Bosque;2023-03-15;248;Población General;Sur;03-15;2023
El Bosque;2023-03-16;233;Población General;Sur;03-16;2023
El Bosque;2023-03-17;1621;Población General;Sur;03-17;2023
El Bosque;2023-03-18;398;Población General;Sur;03-18;2023
El Bosque;2023-03-20;1829;Población General;Sur;03-20;2023
El Bosque;2023-03-21;1771;Población General;Sur;03-21;2023
El Bosque;2023-03-22;1908;Población General;Sur;03-22;2023
El Bosque;2023-03-23;1685;Población General;Sur;03-23;2023
El Bosque;2023-03-24;1388;Población General;Sur;03-24;2023
El Bosque;2023-03-25;586;Población General;Sur;03-25;2023
El Bosque;2023-03-27;1926;Población General;Sur;03-27;2023
El Bosque;2023-03-28;1842;Población General;Sur;03-28;2023
El Bosque;2023-03-29;1265;Población General;Sur;03-29;2023
El Bosque;2023-03-30;1366;Población General;Sur;03-30;2023
El Bosque;2023-03-31;1128;Población General;Sur;03-31;2023
El Bosque;2023-04-01;579;Población General;Sur;04-01;2023
El Bosque;2023-04-03;1449;Población General;Sur;04-03;2023
El Bosque;2023-04-04;1411;Población General;Sur;04-04;2023
El Bosque;2023-04-05;1321;Población General;Sur;04-05;2023
El Bosque;2023-04-06;1179;Población General;Sur;04-06;2023
El Monte;2023-03-15;36;Población General;Occidente;03-15;2023
El Monte;2023-03-16;67;Población General;Occidente;03-16;2023
El Monte;2023-03-17;101;Población General;Occidente;03-17;2023
El Monte;2023-03-18;16;Población General;Occidente;03-18;2023
El Monte;2023-03-20;168;Población General;Occidente;03-20;2023
El Monte;2023-03-21;344;Población General;Occidente;03-21;2023
El Monte;2023-03-22;292;Población General;Occidente;03-22;2023
El Monte;2023-03-23;224;Población General;Occidente;03-23;2023
El Monte;2023-03-24;118;Población General;Occidente;03-24;2023
El Monte;2023-03-25;21;Población General;Occidente;03-25;2023
El Monte;2023-03-27;131;Población General;Occidente;03-27;2023
El Monte;2023-03-28;156;Población General;Occidente;03-28;2023
El Monte;2023-03-29;168;Población General;Occidente;03-29;2023
El Monte;2023-03-30;96;Población General;Occidente;03-30;2023
El Monte;2023-03-31;209;Población General;Occidente;03-31;2023
El Monte;2023-04-01;48;Población General;Occidente;04-01;2023
El Monte;2023-04-03;118;Población General;Occidente;04-03;2023
El Monte;2023-04-04;247;Población General;Occidente;04-04;2023
El Monte;2023-04-05;195;Población General;Occidente;04-05;2023
El Monte;2023-04-06;118;Población General;Occidente;04-06;2023
Estación Central;2023-03-15;691;Población General;Central;03-15;2023
Estación Central;2023-03-16;759;Población General;Central;03-16;2023
Estación Central;2023-03-17;806;Población General;Central;03-17;2023
Estación Central;2023-03-18;23;Población General;Central;03-18;2023
Estación Central;2023-03-19;2;Población General;Central;03-19;2023
Estación Central;2023-03-20;733;Población General;Central;03-20;2023
Estación Central;2023-03-21;836;Población General;Central;03-21;2023
Estación Central;2023-03-22;897;Población General;Central;03-22;2023
Estación Central;2023-03-23;967;Población General;Central;03-23;2023
Estación Central;2023-03-24;862;Población General;Central;03-24;2023
Estación Central;2023-03-25;40;Población General;Central;03-25;2023
Estación Central;2023-03-27;787;Población General;Central;03-27;2023
Estación Central;2023-03-28;881;Población General;Central;03-28;2023
Estación Central;2023-03-29;685;Población General;Central;03-29;2023
Estación Central;2023-03-30;867;Población General;Central;03-30;2023
Estación Central;2023-03-31;489;Población General;Central;03-31;2023
Estación Central;2023-04-01;56;Población General;Central;04-01;2023
Estación Central;2023-04-03;982;Población General;Central;04-03;2023
Estación Central;2023-04-04;930;Población General;Central;04-04;2023
Estación Central;2023-04-05;1001;Población General;Central;04-05;2023
Estación Central;2023-04-06;882;Población General;Central;04-06;2023
Huechuraba;2023-03-15;543;Población General;Norte;03-15;2023
Huechuraba;2023-03-16;709;Población General;Norte;03-16;2023
Huechuraba;2023-03-17;694;Población General;Norte;03-17;2023
Huechuraba;2023-03-18;318;Población General;Norte;03-18;2023
Huechuraba;2023-03-19;237;Población General;Norte;03-19;2023
Huechuraba;2023-03-20;689;Población General;Norte;03-20;2023
Huechuraba;2023-03-21;840;Población General;Norte;03-21;2023
Huechuraba;2023-03-22;871;Población General;Norte;03-22;2023
Huechuraba;2023-03-23;893;Población General;Norte;03-23;2023
Huechuraba;2023-03-24;741;Población General;Norte;03-24;2023
Huechuraba;2023-03-25;291;Población General;Norte;03-25;2023
Huechuraba;2023-03-27;1251;Población General;Norte;03-27;2023
Huechuraba;2023-03-28;781;Población General;Norte;03-28;2023
Huechuraba;2023-03-29;709;Población General;Norte;03-29;2023
Huechuraba;2023-03-30;1068;Población General;Norte;03-30;2023
Huechuraba;2023-03-31;883;Población General;Norte;03-31;2023
Huechuraba;2023-04-01;102;Población General;Norte;04-01;2023
Huechuraba;2023-04-02;211;Población General;Norte;04-02;2023
Huechuraba;2023-04-03;1023;Población General;Norte;04-03;2023
Huechuraba;2023-04-04;1450;Población General;Norte;04-04;2023
Huechuraba;2023-04-05;976;Población General;Norte;04-05;2023
Huechuraba;2023-04-06;1037;Población General;Norte;04-06;2023
Independencia;2023-03-15;1254;Población General;Norte;03-15;2023
Independencia;2023-03-16;1252;Población General;Norte;03-16;2023
Independencia;2023-03-17;1149;Población General;Norte;03-17;2023
Independencia;2023-03-18;69;Población General;Norte;03-18;2023
Independencia;2023-03-20;1323;Población General;Norte;03-20;2023
Independencia;2023-03-21;1099;Población General;Norte;03-21;2023
Independencia;2023-03-22;812;Población General;Norte;03-22;2023
Independencia;2023-03-23;809;Población General;Norte;03-23;2023
Independencia;2023-03-24;904;Población General;Norte;03-24;2023
Independencia;2023-03-25;83;Población General;Norte;03-25;2023
Independencia;2023-03-26;25;Población General;Norte;03-26;2023
Independencia;2023-03-27;629;Población General;Norte;03-27;2023
Independencia;2023-03-28;642;Población General;Norte;03-28;2023
Independencia;2023-03-29;639;Población General;Norte;03-29;2023
Independencia;2023-03-30;618;Población General;Norte;03-30;2023
Independencia;2023-03-31;522;Población General;Norte;03-31;2023
Independencia;2023-04-01;59;Población General;Norte;04-01;2023
Independencia;2023-04-03;604;Población General;Norte;04-03;2023
Independencia;2023-04-04;549;Población General;Norte;04-04;2023
Independencia;2023-04-05;594;Población General;Norte;04-05;2023
Independencia;2023-04-06;583;Población General;Norte;04-06;2023
Independencia;2023-04-08;18;Población General;Norte;04-08;2023
Isla de Maipo;2023-03-15;119;Población General;Occidente;03-15;2023
Isla de Maipo;2023-03-16;153;Población General;Occidente;03-16;2023
Isla de Maipo;2023-03-17;228;Población General;Occidente;03-17;2023
Isla de Maipo;2023-03-20;341;Población General;Occidente;03-20;2023
Isla de Maipo;2023-03-21;336;Población General;Occidente;03-21;2023
Isla de Maipo;2023-03-22;324;Población General;Occidente;03-22;2023
Isla de Maipo;2023-03-23;303;Población General;Occidente;03-23;2023
Isla de Maipo;2023-03-24;207;Población General;Occidente;03-24;2023
Isla de Maipo;2023-03-25;1;Población General;Occidente;03-25;2023
Isla de Maipo;2023-03-27;457;Población General;Occidente;03-27;2023
Isla de Maipo;2023-03-28;203;Población General;Occidente;03-28;2023
Isla de Maipo;2023-03-29;412;Población General;Occidente;03-29;2023
Isla de Maipo;2023-03-30;447;Población General;Occidente;03-30;2023
Isla de Maipo;2023-03-31;170;Población General;Occidente;03-31;2023
Isla de Maipo;2023-04-01;2;Población General;Occidente;04-01;2023
Isla de Maipo;2023-04-03;342;Población General;Occidente;04-03;2023
Isla de Maipo;2023-04-04;321;Población General;Occidente;04-04;2023
Isla de Maipo;2023-04-05;263;Población General;Occidente;04-05;2023
Isla de Maipo;2023-04-06;148;Población General;Occidente;04-06;2023
La Cisterna;2023-03-15;326;Población General;Sur;03-15;2023
La Cisterna;2023-03-16;237;Población General;Sur;03-16;2023
La Cisterna;2023-03-17;376;Población General;Sur;03-17;2023
La Cisterna;2023-03-18;173;Población General;Sur;03-18;2023
La Cisterna;2023-03-20;604;Población General;Sur;03-20;2023
La Cisterna;2023-03-21;534;Población General;Sur;03-21;2023
La Cisterna;2023-03-22;528;Población General;Sur;03-22;2023
La Cisterna;2023-03-23;628;Población General;Sur;03-23;2023
La Cisterna;2023-03-24;513;Población General;Sur;03-24;2023
La Cisterna;2023-03-25;208;Población General;Sur;03-25;2023
La Cisterna;2023-03-27;661;Población General;Sur;03-27;2023
La Cisterna;2023-03-28;554;Población General;Sur;03-28;2023
La Cisterna;2023-03-29;654;Población General;Sur;03-29;2023
La Cisterna;2023-03-30;786;Población General;Sur;03-30;2023
La Cisterna;2023-03-31;461;Población General;Sur;03-31;2023
La Cisterna;2023-04-01;248;Población General;Sur;04-01;2023
La Cisterna;2023-04-03;847;Población General;Sur;04-03;2023
La Cisterna;2023-04-04;835;Población General;Sur;04-04;2023
La Cisterna;2023-04-05;652;Población General;Sur;04-05;2023
La Cisterna;2023-04-06;533;Población General;Sur;04-06;2023
La Cisterna;2023-04-07;4;Población General;Sur;04-07;2023
La Florida;2023-03-15;1463;Población General;Suroriente;03-15;2023
La Florida;2023-03-16;1533;Población General;Suroriente;03-16;2023
La Florida;2023-03-17;1806;Población General;Suroriente;03-17;2023
La Florida;2023-03-18;13;Población General;Suroriente;03-18;2023
La Florida;2023-03-20;2500;Población General;Suroriente;03-20;2023
La Florida;2023-03-21;2219;Población General;Suroriente;03-21;2023
La Florida;2023-03-22;2257;Población General;Suroriente;03-22;2023
La Florida;2023-03-23;2245;Población General;Suroriente;03-23;2023
La Florida;2023-03-24;2178;Población General;Suroriente;03-24;2023
La Florida;2023-03-25;17;Población General;Suroriente;03-25;2023
La Florida;2023-03-26;2;Población General;Suroriente;03-26;2023
La Florida;2023-03-27;2207;Población General;Suroriente;03-27;2023
La Florida;2023-03-28;2044;Población General;Suroriente;03-28;2023
La Florida;2023-03-29;1888;Población General;Suroriente;03-29;2023
La Florida;2023-03-30;2153;Población General;Suroriente;03-30;2023
La Florida;2023-03-31;1961;Población General;Suroriente;03-31;2023
La Florida;2023-04-01;21;Población General;Suroriente;04-01;2023
La Florida;2023-04-03;1940;Población General;Suroriente;04-03;2023
La Florida;2023-04-04;1985;Población General;Suroriente;04-04;2023
La Florida;2023-04-05;2089;Población General;Suroriente;04-05;2023
La Florida;2023-04-06;2182;Población General;Suroriente;04-06;2023
La Florida;2023-04-07;1;Población General;Suroriente;04-07;2023
La Granja;2023-03-15;1328;Población General;Suroriente;03-15;2023
La Granja;2023-03-16;1023;Población General;Suroriente;03-16;2023
La Granja;2023-03-17;1093;Población General;Suroriente;03-17;2023
La Granja;2023-03-18;125;Población General;Suroriente;03-18;2023
La Granja;2023-03-20;1364;Población General;Suroriente;03-20;2023
La Granja;2023-03-21;1681;Población General;Suroriente;03-21;2023
La Granja;2023-03-22;1626;Población General;Suroriente;03-22;2023
La Granja;2023-03-23;1571;Población General;Suroriente;03-23;2023
La Granja;2023-03-24;1344;Población General;Suroriente;03-24;2023
La Granja;2023-03-25;173;Población General;Suroriente;03-25;2023
La Granja;2023-03-27;1269;Población General;Suroriente;03-27;2023
La Granja;2023-03-28;1603;Población General;Suroriente;03-28;2023
La Granja;2023-03-29;1122;Población General;Suroriente;03-29;2023
La Granja;2023-03-30;1643;Población General;Suroriente;03-30;2023
La Granja;2023-03-31;1221;Población General;Suroriente;03-31;2023
La Granja;2023-04-01;65;Población General;Suroriente;04-01;2023
La Granja;2023-04-03;1129;Población General;Suroriente;04-03;2023
La Granja;2023-04-04;765;Población General;Suroriente;04-04;2023
La Granja;2023-04-05;915;Población General;Suroriente;04-05;2023
La Granja;2023-04-06;650;Población General;Suroriente;04-06;2023
La Pintana;2023-03-15;320;Población General;Suroriente;03-15;2023
La Pintana;2023-03-16;281;Población General;Suroriente;03-16;2023
La Pintana;2023-03-17;549;Población General;Suroriente;03-17;2023
La Pintana;2023-03-18;22;Población General;Suroriente;03-18;2023
La Pintana;2023-03-20;767;Población General;Suroriente;03-20;2023
La Pintana;2023-03-21;708;Población General;Suroriente;03-21;2023
La Pintana;2023-03-22;738;Población General;Suroriente;03-22;2023
La Pintana;2023-03-23;1075;Población General;Suroriente;03-23;2023
La Pintana;2023-03-24;783;Población General;Suroriente;03-24;2023
La Pintana;2023-03-25;96;Población General;Suroriente;03-25;2023
La Pintana;2023-03-26;1;Población General;Suroriente;03-26;2023
La Pintana;2023-03-27;776;Población General;Suroriente;03-27;2023
La Pintana;2023-03-28;851;Población General;Suroriente;03-28;2023
La Pintana;2023-03-29;831;Población General;Suroriente;03-29;2023
La Pintana;2023-03-30;909;Población General;Suroriente;03-30;2023
La Pintana;2023-03-31;520;Población General;Suroriente;03-31;2023
La Pintana;2023-04-01;97;Población General;Suroriente;04-01;2023
La Pintana;2023-04-03;793;Población General;Suroriente;04-03;2023
La Pintana;2023-04-04;1060;Población General;Suroriente;04-04;2023
La Pintana;2023-04-05;873;Población General;Suroriente;04-05;2023
La Pintana;2023-04-06;642;Población General;Suroriente;04-06;2023
La Reina;2023-03-15;425;Población General;Oriente;03-15;2023
La Reina;2023-03-16;403;Población General;Oriente;03-16;2023
La Reina;2023-03-17;465;Población General;Oriente;03-17;2023
La Reina;2023-03-18;82;Población General;Oriente;03-18;2023
La Reina;2023-03-20;712;Población General;Oriente;03-20;2023
La Reina;2023-03-21;622;Población General;Oriente;03-21;2023
La Reina;2023-03-22;609;Población General;Oriente;03-22;2023
La Reina;2023-03-23;614;Población General;Oriente;03-23;2023
La Reina;2023-03-24;636;Población General;Oriente;03-24;2023
La Reina;2023-03-25;53;Población General;Oriente;03-25;2023
La Reina;2023-03-27;666;Población General;Oriente;03-27;2023
La Reina;2023-03-28;697;Población General;Oriente;03-28;2023
La Reina;2023-03-29;721;Población General;Oriente;03-29;2023
La Reina;2023-03-30;575;Población General;Oriente;03-30;2023
La Reina;2023-03-31;563;Población General;Oriente;03-31;2023
La Reina;2023-04-01;45;Población General;Oriente;04-01;2023
La Reina;2023-04-03;655;Población General;Oriente;04-03;2023
La Reina;2023-04-04;882;Población General;Oriente;04-04;2023
La Reina;2023-04-05;879;Población General;Oriente;04-05;2023
La Reina;2023-04-06;745;Población General;Oriente;04-06;2023
Lampa;2023-03-15;189;Población General;Norte;03-15;2023
Lampa;2023-03-16;184;Población General;Norte;03-16;2023
Lampa;2023-03-17;396;Población General;Norte;03-17;2023
Lampa;2023-03-18;81;Población General;Norte;03-18;2023
Lampa;2023-03-20;342;Población General;Norte;03-20;2023
Lampa;2023-03-21;582;Población General;Norte;03-21;2023
Lampa;2023-03-22;488;Población General;Norte;03-22;2023
Lampa;2023-03-23;562;Población General;Norte;03-23;2023
Lampa;2023-03-24;439;Población General;Norte;03-24;2023
Lampa;2023-03-25;172;Población General;Norte;03-25;2023
Lampa;2023-03-27;484;Población General;Norte;03-27;2023
Lampa;2023-03-28;545;Población General;Norte;03-28;2023
Lampa;2023-03-29;446;Población General;Norte;03-29;2023
Lampa;2023-03-30;517;Población General;Norte;03-30;2023
Lampa;2023-03-31;308;Población General;Norte;03-31;2023
Lampa;2023-04-01;238;Población General;Norte;04-01;2023
Lampa;2023-04-03;456;Población General;Norte;04-03;2023
Lampa;2023-04-04;480;Población General;Norte;04-04;2023
Lampa;2023-04-05;718;Población General;Norte;04-05;2023
Lampa;2023-04-06;496;Población General;Norte;04-06;2023
Lampa;2023-04-07;20;Población General;Norte;04-07;2023
Las Condes;2023-03-15;1746;Población General;Oriente;03-15;2023
Las Condes;2023-03-16;1636;Población General;Oriente;03-16;2023
Las Condes;2023-03-17;1433;Población General;Oriente;03-17;2023
Las Condes;2023-03-18;820;Población General;Oriente;03-18;2023
Las Condes;2023-03-20;1964;Población General;Oriente;03-20;2023
Las Condes;2023-03-21;2037;Población General;Oriente;03-21;2023
Las Condes;2023-03-22;2036;Población General;Oriente;03-22;2023
Las Condes;2023-03-23;2455;Población General;Oriente;03-23;2023
Las Condes;2023-03-24;1844;Población General;Oriente;03-24;2023
Las Condes;2023-03-25;962;Población General;Oriente;03-25;2023
Las Condes;2023-03-27;1815;Población General;Oriente;03-27;2023
Las Condes;2023-03-28;1837;Población General;Oriente;03-28;2023
Las Condes;2023-03-29;1661;Población General;Oriente;03-29;2023
Las Condes;2023-03-30;2017;Población General;Oriente;03-30;2023
Las Condes;2023-03-31;1866;Población General;Oriente;03-31;2023
Las Condes;2023-04-01;887;Población General;Oriente;04-01;2023
Las Condes;2023-04-03;1444;Población General;Oriente;04-03;2023
Las Condes;2023-04-04;1513;Población General;Oriente;04-04;2023
Las Condes;2023-04-05;1440;Población General;Oriente;04-05;2023
Las Condes;2023-04-06;1708;Población General;Oriente;04-06;2023
Lo Barnechea;2023-03-15;398;Población General;Oriente;03-15;2023
Lo Barnechea;2023-03-16;380;Población General;Oriente;03-16;2023
Lo Barnechea;2023-03-17;443;Población General;Oriente;03-17;2023
Lo Barnechea;2023-03-18;33;Población General;Oriente;03-18;2023
Lo Barnechea;2023-03-20;721;Población General;Oriente;03-20;2023
Lo Barnechea;2023-03-21;551;Población General;Oriente;03-21;2023
Lo Barnechea;2023-03-22;739;Población General;Oriente;03-22;2023
Lo Barnechea;2023-03-23;744;Población General;Oriente;03-23;2023
Lo Barnechea;2023-03-24;561;Población General;Oriente;03-24;2023
Lo Barnechea;2023-03-25;49;Población General;Oriente;03-25;2023
Lo Barnechea;2023-03-27;517;Población General;Oriente;03-27;2023
Lo Barnechea;2023-03-28;768;Población General;Oriente;03-28;2023
Lo Barnechea;2023-03-29;938;Población General;Oriente;03-29;2023
Lo Barnechea;2023-03-30;958;Población General;Oriente;03-30;2023
Lo Barnechea;2023-03-31;384;Población General;Oriente;03-31;2023
Lo Barnechea;2023-04-01;59;Población General;Oriente;04-01;2023
Lo Barnechea;2023-04-03;541;Población General;Oriente;04-03;2023
Lo Barnechea;2023-04-04;826;Población General;Oriente;04-04;2023
Lo Barnechea;2023-04-05;560;Población General;Oriente;04-05;2023
Lo Barnechea;2023-04-06;709;Población General;Oriente;04-06;2023
Lo Espejo;2023-03-15;103;Población General;Sur;03-15;2023
Lo Espejo;2023-03-16;114;Población General;Sur;03-16;2023
Lo Espejo;2023-03-17;337;Población General;Sur;03-17;2023
